epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1
1,0.6968542357444764,0.6911052863121032,0.5194,0.523,0.5193364322431642,0.520691477605078
2,0.690395422077179,0.6907086999893188,0.53765,0.5326,0.5376330762146722,0.5295437468150594
3,0.6938939596176148,0.6963370845794677,0.52225,0.4932,0.5220540122734079,0.4912695919428025
